Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Day_of_Week,Year,Month,Day,Lag_1,Lag_7,Lag_14,Lag_28,Rolling_7,Rolling_28,Predicted Units Sold,Error,Absolute_Error,7_Day_Run_Rate,Safety_Stock,Reorder_Point,Recommended_Order_Qty,Inventory_Coverage_Days,Risk_Level,Recommendation
2023-01-20,S001,P0001,Clothing,North,316,168,71,165.58,76.29,10,Cloudy,1,72.91,Winter,4,2023,1,20,82.0,86.0,14.0,77.0,132.85714285714286,116.07142857142857,158.1675,9.832504272460938,9.832504272460938,1107.1725,221.4345,1328.6069,1013,1.9978820461591225,High,ORDER NOW
2023-01-21,S001,P0001,Furniture,West,400,63,147,82.85,55.98,5,Snowy,0,56.3,Spring,5,2023,1,21,168.0,54.0,33.0,40.0,144.57142857142858,119.32142857142857,195.65933,-132.65933227539062,132.65933227539062,1369.6154,273.92307,1643.5385,1244,2.0443696467132972,High,ORDER NOW
2023-01-22,S001,P0001,Toys,West,221,125,177,115.64,45.37,15,Cloudy,1,41.25,Winter,6,2023,1,22,63.0,377.0,58.0,86.0,145.85714285714286,120.14285714285714,96.07091,28.929092407226562,28.929092407226562,672.49634,134.49927,806.9956,586,2.300384221795609,High,ORDER NOW
2023-01-23,S001,P0001,Toys,South,130,69,49,61.29,99.46,0,Sunny,0,101.54,Spring,0,2023,1,23,125.0,156.0,46.0,51.0,109.85714285714286,121.53571428571429,88.96374,-19.96373748779297,19.96373748779297,622.74615,124.54923,747.2954,618,1.4612695427486706,High,ORDER NOW
2023-01-24,S001,P0001,Groceries,North,445,407,110,404.58,42.97,15,Snowy,1,38.76,Autumn,1,2023,1,24,69.0,38.0,27.0,164.0,97.42857142857143,122.17857142857143,222.81615,184.18385314941406,184.18385314941406,1559.713,311.9426,1871.6556,1427,1.9971622626541699,High,ORDER NOW
2023-01-25,S001,P0001,Groceries,South,331,3,163,-5.87,75.11,0,Cloudy,0,77.2,Autumn,2,2023,1,25,407.0,137.0,259.0,48.0,150.14285714285714,130.85714285714286,189.55763,-186.55763244628906,186.55763244628906,1326.9034,265.3807,1592.2842,1262,1.7461707857835187,High,ORDER NOW
2023-01-26,S001,P0001,Furniture,East,467,167,98,162.67,67.73,20,Cloudy,1,67.33,Spring,3,2023,1,26,3.0,82.0,25.0,28.0,131.0,129.25,260.0203,-93.02029418945312,93.02029418945312,1820.1421,364.0284,2184.1704,1718,1.796013659071317,High,ORDER NOW
2023-01-27,S001,P0001,Clothing,North,174,88,35,101.37,65.66,5,Cloudy,1,67.3,Summer,4,2023,1,27,167.0,168.0,86.0,83.0,143.14285714285714,134.21428571428572,88.98263,-0.9826278686523438,0.9826278686523438,622.8784,124.57568,747.4541,574,1.9554378665557302,High,ORDER NOW
2023-01-28,S001,P0001,Furniture,West,240,106,115,124.76,66.32,20,Cloudy,0,66.25,Spring,5,2023,1,28,88.0,63.0,54.0,378.0,131.71428571428572,134.39285714285714,114.85455,-8.85455322265625,8.85455322265625,803.9819,160.79637,964.77826,725,2.0895993521017635,High,ORDER NOW
2023-01-29,S001,P0001,Groceries,South,296,221,184,218.87,49.34,20,Cloudy,0,49.31,Winter,6,2023,1,29,106.0,125.0,377.0,182.0,137.85714285714286,124.67857142857143,149.41891,71.58108520507812,71.58108520507812,1045.9324,209.18648,1255.1189,960,1.9810075612332034,High,ORDER NOW
2023-01-30,S001,P0001,Furniture,South,419,65,69,80.35,56.68,15,Cloudy,1,58.91,Autumn,0,2023,1,30,221.0,69.0,156.0,79.0,151.57142857142858,126.07142857142857,189.68391,-124.68391418457031,124.68391418457031,1327.7874,265.55746,1593.3448,1175,2.2089379682048085,High,ORDER NOW
2023-01-31,S001,P0001,Electronics,North,257,186,37,200.22,39.53,15,Rainy,1,39.65,Spring,1,2023,1,31,65.0,407.0,38.0,236.0,151.0,125.57142857142857,111.0126,74.98739624023438,74.98739624023438,777.08826,155.41765,932.5059,676,2.3150524471631635,High,ORDER NOW
2023-02-01,S001,P0001,Groceries,East,191,91,113,101.43,76.77,10,Rainy,1,75.3,Autumn,2,2023,2,1,186.0,3.0,137.0,270.0,119.42857142857143,123.78571428571429,103.73789,-12.737892150878906,12.737892150878906,726.1652,145.23305,871.39825,681,1.8411787249562095,High,ORDER NOW
2023-02-02,S001,P0001,Furniture,North,195,169,27,181.81,71.03,0,Rainy,1,73.41,Summer,3,2023,2,2,91.0,167.0,82.0,136.0,132.0,117.39285714285714,103.166145,65.83385467529297,65.83385467529297,722.163,144.4326,866.59564,672,1.89015494750001,High,ORDER NOW
2023-02-03,S001,P0001,Electronics,North,279,120,74,125.49,15.74,20,Sunny,0,15.03,Summer,4,2023,2,3,169.0,88.0,168.0,14.0,132.28571428571428,118.57142857142857,133.78201,-13.782012939453125,13.782012939453125,936.4741,187.29483,1123.7689,845,2.0854821501771648,High,ORDER NOW
2023-02-04,S001,P0001,Toys,East,142,30,109,35.19,86.69,15,Snowy,1,87.32,Winter,5,2023,2,4,120.0,106.0,63.0,33.0,136.85714285714286,122.35714285714286,66.288795,-36.288795471191406,36.288795471191406,464.02158,92.80431,556.82587,415,2.142141805272538,High,ORDER NOW
2023-02-05,S001,P0001,Furniture,North,329,64,68,62.29,45.58,5,Sunny,1,48.46,Winter,6,2023,2,5,30.0,221.0,125.0,58.0,126.0,122.25,179.59839,-115.598388671875,115.598388671875,1257.1887,251.43774,1508.6265,1180,1.8318649873918451,High,ORDER NOW
2023-02-06,S001,P0001,Clothing,East,280,199,130,215.07,40.45,10,Sunny,0,41.47,Autumn,0,2023,2,6,64.0,65.0,69.0,46.0,103.57142857142857,122.46428571428571,135.08421,63.91578674316406,63.91578674316406,945.5895,189.1179,1134.7074,855,2.072781069299603,High,ORDER NOW
2023-02-07,S001,P0001,Furniture,North,464,151,166,168.27,45.39,0,Cloudy,0,45.75,Winter,1,2023,2,7,199.0,186.0,407.0,27.0,122.71428571428571,127.92857142857143,224.44687,-73.44686889648438,73.44686889648438,1571.128,314.22562,1885.3536,1422,2.0673044016220974,High,ORDER NOW
2023-02-08,S001,P0001,Groceries,North,490,145,93,150.68,93.8,5,Cloudy,0,90.83,Autumn,2,2023,2,8,151.0,91.0,3.0,259.0,117.71428571428571,132.35714285714286,281.51025,-136.51025390625,136.51025390625,1970.5718,394.11435,2364.686,1875,1.7406115521574654,High,ORDER NOW
2023-02-09,S001,P0001,Groceries,South,480,245,36,239.54,97.02,0,Sunny,0,92.83,Summer,3,2023,2,9,145.0,169.0,167.0,25.0,125.42857142857143,128.28571428571428,205.80498,39.19502258300781,39.19502258300781,1440.6349,288.12698,1728.7618,1249,2.332305107604113,High,ORDER NOW
2023-02-10,S001,P0001,Groceries,North,376,130,164,134.66,43.14,15,Rainy,1,46.84,Summer,4,2023,2,10,245.0,120.0,88.0,86.0,136.28571428571428,136.14285714285714,193.82515,-63.82514953613281,63.82514953613281,1356.776,271.3552,1628.1312,1253,1.9398927378611732,High,ORDER NOW
2023-02-11,S001,P0001,Furniture,West,443,354,26,358.19,96.44,10,Snowy,0,92.63,Winter,5,2023,2,11,130.0,30.0,106.0,54.0,137.71428571428572,137.71428571428572,182.4768,171.523193359375,171.523193359375,1277.3376,255.46753,1532.8052,1090,2.427705789878583,High,ORDER NOW
2023-02-12,S001,P0001,Groceries,East,384,336,102,337.95,23.02,0,Sunny,1,24.44,Spring,6,2023,2,12,354.0,64.0,221.0,377.0,184.0,148.42857142857142,180.93193,155.0680694580078,155.0680694580078,1266.5236,253.30472,1519.8282,1136,2.1223451208954964,High,ORDER NOW
2023-02-13,S001,P0001,Groceries,East,348,341,74,358.59,55.69,20,Snowy,1,59.96,Winter,0,2023,2,13,336.0,199.0,65.0,156.0,222.85714285714286,146.96428571428572,168.16626,172.833740234375,172.833740234375,1177.1638,235.43277,1412.5966,1065,2.0693806265597576,High,ORDER NOW
2023-02-14,S001,P0001,Toys,East,253,122,107,126.0,69.66,10,Cloudy,0,73.48,Spring,1,2023,2,14,341.0,151.0,186.0,38.0,243.14285714285714,153.57142857142858,122.28644,-0.28643798828125,0.28643798828125,856.00507,171.20102,1027.206,775,2.068912989551998,High,ORDER NOW
2023-02-15,S001,P0001,Clothing,West,308,246,151,262.21,52.06,15,Cloudy,0,56.55,Winter,2,2023,2,15,122.0,145.0,91.0,137.0,239.0,156.57142857142858,146.53043,99.46957397460938,99.46957397460938,1025.713,205.14261,1230.8556,923,2.101952532006084,High,ORDER NOW
2023-02-16,S001,P0001,Toys,South,293,169,27,187.12,58.05,15,Rainy,0,54.44,Spring,3,2023,2,16,246.0,245.0,169.0,82.0,253.42857142857142,160.46428571428572,163.04866,5.9513397216796875,5.9513397216796875,1141.3406,228.26811,1369.6086,1077,1.7970095522395324,High,ORDER NOW
2023-02-17,S001,P0001,Groceries,South,464,173,34,167.02,79.76,5,Snowy,0,80.74,Summer,4,2023,2,17,169.0,130.0,120.0,168.0,242.57142857142858,163.57142857142858,188.28609,-15.286087036132812,15.286087036132812,1318.0026,263.60052,1581.603,1118,2.464335030293325,High,ORDER NOW
2023-02-18,S001,P0001,Furniture,South,110,74,40,88.03,83.61,20,Sunny,1,87.77,Autumn,5,2023,2,18,173.0,354.0,30.0,63.0,248.71428571428572,163.75,61.730488,12.269512176513672,12.269512176513672,432.1134,86.42268,518.5361,409,1.781939587364621,High,ORDER NOW
2023-02-19,S001,P0001,Electronics,South,454,23,136,35.08,90.0,15,Cloudy,0,93.95,Spring,6,2023,2,19,74.0,336.0,64.0,125.0,208.71428571428572,164.14285714285714,196.89554,-173.89553833007812,173.89553833007812,1378.2688,275.65378,1653.9226,1200,2.3057912020276903,High,ORDER NOW
2023-02-20,S001,P0001,Furniture,North,438,86,189,89.27,60.72,5,Cloudy,0,60.44,Summer,0,2023,2,20,23.0,341.0,199.0,69.0,164.0,160.5,227.84233,-141.8423309326172,141.8423309326172,1594.8964,318.97928,1913.8756,1476,1.9223820183332636,High,ORDER NOW
2023-02-21,S001,P0001,Toys,South,198,85,101,93.46,85.54,0,Cloudy,0,84.22,Winter,1,2023,2,21,86.0,122.0,151.0,407.0,127.57142857142857,161.10714285714286,94.57086,-9.57086181640625,9.57086181640625,661.99603,132.39922,794.39526,597,2.0936681362213276,High,ORDER NOW
2023-02-22,S001,P0001,Furniture,North,133,87,174,92.68,73.23,10,Rainy,1,71.56,Spring,2,2023,2,22,85.0,246.0,145.0,3.0,122.28571428571429,149.60714285714286,77.92747,9.072532653808594,9.072532653808594,545.49225,109.09845,654.5907,522,1.7067152896057796,High,ORDER NOW
2023-02-23,S001,P0001,Groceries,West,317,237,124,240.42,70.85,15,Rainy,1,72.32,Summer,3,2023,2,23,87.0,169.0,245.0,167.0,99.57142857142857,152.60714285714286,168.75143,68.24856567382812,68.24856567382812,1181.26,236.252,1417.512,1101,1.8785025517903764,High,ORDER NOW
2023-02-24,S001,P0001,Electronics,East,183,62,84,57.19,36.88,15,Snowy,0,34.03,Winter,4,2023,2,24,237.0,173.0,130.0,88.0,109.28571428571429,155.10714285714286,90.16822,-28.16822052001953,28.16822052001953,631.17755,126.23551,757.4131,575,2.0295398860551934,High,ORDER NOW
2023-02-25,S001,P0001,Electronics,West,127,82,108,89.64,88.58,10,Rainy,1,83.74,Autumn,5,2023,2,25,62.0,74.0,354.0,106.0,93.42857142857143,154.17857142857142,56.622276,25.377723693847656,25.377723693847656,396.35593,79.27119,475.6271,349,2.2429334934067406,High,ORDER NOW
2023-02-26,S001,P0001,Toys,North,464,247,74,241.98,89.52,5,Cloudy,1,90.6,Spring,6,2023,2,26,82.0,23.0,336.0,221.0,94.57142857142857,153.32142857142858,253.16978,-6.1697845458984375,6.1697845458984375,1772.1885,354.4377,2126.6262,1663,1.8327621553743476,High,ORDER NOW
2023-02-27,S001,P0001,Furniture,North,420,63,27,78.3,83.93,10,Cloudy,0,83.91,Winter,0,2023,2,27,247.0,86.0,341.0,65.0,126.57142857142857,154.25,219.8307,-156.83070373535156,156.83070373535156,1538.815,307.763,1846.5779,1427,1.910561140292882,High,ORDER NOW
2023-02-28,S001,P0001,Clothing,West,270,265,178,259.3,48.07,5,Snowy,1,46.59,Spring,1,2023,2,28,63.0,85.0,122.0,186.0,123.28571428571429,154.17857142857142,127.17314,137.8268585205078,137.8268585205078,890.212,178.0424,1068.2544,799,2.123089803860353,High,ORDER NOW
2023-03-01,S001,P0001,Clothing,West,461,24,33,35.98,20.6,20,Sunny,1,23.83,Winter,2,2023,3,1,265.0,87.0,246.0,91.0,149.0,157.0,251.6625,-227.66250610351562,227.66250610351562,1761.6376,352.3275,2113.965,1653,1.831818363162839,High,ORDER NOW
2023-03-02,S001,P0001,Furniture,West,399,177,194,168.42,90.41,10,Sunny,1,88.95,Winter,3,2023,3,2,24.0,237.0,169.0,169.0,140.0,154.60714285714286,205.01195,-28.011947631835938,28.011947631835938,1435.0836,287.01672,1722.1003,1324,1.9462280350437489,High,ORDER NOW
2023-03-03,S001,P0001,Clothing,West,365,269,124,274.64,28.24,10,Rainy,1,23.73,Winter,4,2023,3,3,177.0,62.0,173.0,120.0,131.42857142857142,154.89285714285714,175.21364,93.78636169433594,93.78636169433594,1226.4955,245.2991,1471.7946,1107,2.083171170518413,High,ORDER NOW
2023-03-04,S001,P0001,Groceries,North,226,168,111,166.88,12.41,0,Rainy,0,7.73,Autumn,5,2023,3,4,269.0,82.0,74.0,30.0,161.0,160.21428571428572,100.946945,67.05305480957031,67.05305480957031,706.6286,141.32573,847.95435,622,2.2387997930364913,High,ORDER NOW
2023-03-05,S001,P0001,Furniture,North,278,153,115,169.71,36.8,5,Rainy,1,39.84,Autumn,6,2023,3,5,168.0,247.0,23.0,64.0,173.28571428571428,165.14285714285714,144.1214,8.87860107421875,8.87860107421875,1008.8498,201.76996,1210.6198,933,1.9289293753189471,High,ORDER NOW
2023-03-06,S001,P0001,Toys,North,479,441,121,447.29,61.0,20,Sunny,0,64.5,Autumn,0,2023,3,6,153.0,63.0,86.0,199.0,159.85714285714286,168.32142857142858,240.70207,200.2979278564453,200.2979278564453,1684.9146,336.9829,2021.8975,1543,1.9900119501851419,High,ORDER NOW
2023-03-07,S001,P0001,Toys,East,499,35,173,37.28,95.27,20,Snowy,1,99.52,Spring,1,2023,3,7,441.0,265.0,85.0,151.0,213.85714285714286,176.96428571428572,285.3966,-250.3966064453125,250.3966064453125,1997.7762,399.55527,2397.3315,1899,1.7484440555028744,High,ORDER NOW
2023-03-08,S001,P0001,Toys,East,349,261,42,277.99,81.16,5,Cloudy,0,83.02,Autumn,2,2023,3,8,35.0,24.0,87.0,145.0,181.0,172.82142857142858,199.6014,61.39860534667969,61.39860534667969,1397.2097,279.44196,1676.6516,1328,1.7484847769033085,High,ORDER NOW
2023-03-09,S001,P0001,Electronics,North,80,18,114,18.39,69.64,5,Cloudy,0,70.57,Summer,3,2023,3,9,261.0,177.0,237.0,245.0,214.85714285714286,176.96428571428572,38.995502,-20.995502471923828,20.995502471923828,272.9685,54.5937,327.5622,248,2.0515186349399857,High,ORDER NOW
2023-03-10,S001,P0001,Furniture,South,359,132,74,148.16,49.16,15,Sunny,1,52.19,Summer,4,2023,3,10,18.0,269.0,62.0,130.0,192.14285714285714,168.85714285714286,193.41492,-61.4149169921875,61.4149169921875,1353.9044,270.78088,1624.6853,1266,1.8561133007879682,High,ORDER NOW
2023-03-11,S001,P0001,Furniture,North,304,85,105,79.44,95.88,5,Cloudy,1,91.55,Spring,5,2023,3,11,132.0,168.0,82.0,354.0,172.57142857142858,168.92857142857142,148.86676,-63.86676025390625,63.86676025390625,1042.0674,208.41348,1250.4808,947,2.0420945514062336,High,ORDER NOW
2023-03-12,S001,P0001,Furniture,East,449,386,156,382.38,85.73,10,Cloudy,0,83.07,Summer,6,2023,3,12,85.0,153.0,247.0,336.0,160.71428571428572,159.32142857142858,222.93591,163.0640869140625,163.0640869140625,1560.5514,312.1103,1872.6616,1424,2.0140317178368616,High,ORDER NOW
2023-03-13,S001,P0001,Electronics,North,91,12,169,23.91,56.83,10,Cloudy,0,55.77,Spring,0,2023,3,13,386.0,441.0,63.0,341.0,194.0,161.10714285714286,51.5576,-39.55759811401367,39.55759811401367,360.9032,72.18064,433.08383,343,1.7650162794388524,High,ORDER NOW
2023-03-14,S001,P0001,Furniture,West,186,12,187,8.3,76.36,0,Sunny,1,76.19,Spring,1,2023,3,14,12.0,35.0,265.0,122.0,132.71428571428572,149.35714285714286,91.327705,-79.32770538330078,79.32770538330078,639.29395,127.85879,767.1527,582,2.0366218467809003,High,ORDER NOW
2023-03-15,S001,P0001,Clothing,West,72,29,122,47.86,87.44,15,Rainy,0,86.35,Winter,2,2023,3,15,12.0,261.0,24.0,246.0,129.42857142857142,145.42857142857142,38.068512,-9.068511962890625,9.068511962890625,266.47958,53.295918,319.7755,248,1.8913268811291064,High,ORDER NOW
2023-03-16,S001,P0001,Groceries,East,57,53,185,58.35,83.0,20,Snowy,0,79.14,Winter,3,2023,3,16,29.0,18.0,177.0,169.0,96.28571428571429,137.67857142857142,30.319458,22.6805419921875,22.6805419921875,212.2362,42.447243,254.68344,198,1.8799808355846153,High,ORDER NOW
2023-03-17,S001,P0001,Toys,West,413,107,54,111.79,19.03,5,Snowy,0,14.79,Spring,4,2023,3,17,53.0,132.0,269.0,173.0,101.28571428571429,133.53571428571428,204.00066,-97.00065612792969,97.00065612792969,1428.0046,285.60092,1713.6056,1301,2.0245032924845394,High,ORDER NOW
2023-03-18,S001,P0001,Clothing,South,104,54,37,54.81,18.54,15,Cloudy,1,16.58,Spring,5,2023,3,18,107.0,85.0,168.0,74.0,97.71428571428571,131.17857142857142,48.802803,5.197196960449219,5.197196960449219,341.61963,68.32393,409.94354,306,2.131025136316787,High,ORDER NOW
2023-03-19,S001,P0001,Groceries,East,339,233,47,251.54,22.41,0,Rainy,0,24.63,Summer,6,2023,3,19,54.0,386.0,153.0,23.0,93.28571428571429,130.46428571428572,196.84679,36.15321350097656,36.15321350097656,1377.9275,275.5855,1653.513,1315,1.7221515577125348,High,ORDER NOW
2023-03-20,S001,P0001,Clothing,East,280,18,189,27.78,20.27,0,Rainy,1,19.51,Summer,0,2023,3,20,233.0,12.0,441.0,86.0,71.42857142857143,137.96428571428572,158.00027,-140.00027465820312,140.00027465820312,1106.002,221.2004,1327.2024,1048,1.7721488181315819,High,ORDER NOW
2023-03-21,S001,P0001,Groceries,West,318,38,76,29.18,96.74,20,Rainy,1,95.75,Spring,1,2023,3,21,18.0,12.0,35.0,85.0,72.28571428571429,135.53571428571428,165.55249,-127.552490234375,127.552490234375,1158.8674,231.77348,1390.6409,1073,1.9208409341943629,High,ORDER NOW
2023-03-22,S001,P0001,Clothing,West,341,262,65,265.24,50.97,0,Rainy,1,50.25,Summer,2,2023,3,22,38.0,29.0,261.0,87.0,76.0,133.85714285714286,195.22633,66.77366638183594,66.77366638183594,1366.5844,273.31686,1639.9012,1299,1.7466905907629717,High,ORDER NOW
2023-03-23,S001,P0001,Clothing,East,126,22,163,15.89,48.99,20,Snowy,1,47.32,Autumn,3,2023,3,23,262.0,53.0,18.0,237.0,109.28571428571429,140.10714285714286,71.84056,-49.84056091308594,49.84056091308594,502.8839,100.57678,603.4607,478,1.7538838561190686,High,ORDER NOW
2023-03-24,S001,P0001,Furniture,East,471,239,65,252.08,51.46,5,Sunny,0,54.69,Spring,4,2023,3,24,22.0,107.0,132.0,62.0,104.85714285714286,132.42857142857142,233.80788,5.1921234130859375,5.1921234130859375,1636.6552,327.33102,1963.9862,1493,2.014474477402449,High,ORDER NOW
2023-03-25,S001,P0001,Toys,East,495,382,45,384.54,86.51,20,Cloudy,1,83.4,Winter,5,2023,3,25,239.0,54.0,85.0,82.0,123.71428571428571,138.75,276.4279,105.57211303710938,105.57211303710938,1934.9952,386.99905,2321.9944,1827,1.7907021083818937,High,ORDER NOW
2023-03-26,S001,P0001,Groceries,North,447,289,149,288.07,97.07,15,Cloudy,0,100.61,Autumn,6,2023,3,26,382.0,233.0,386.0,247.0,170.57142857142858,149.46428571428572,228.84291,60.15708923339844,60.15708923339844,1601.9004,320.3801,1922.2805,1476,1.9533049920689844,High,ORDER NOW
2023-03-27,S001,P0001,Groceries,South,279,90,148,89.78,35.09,5,Cloudy,0,33.32,Autumn,0,2023,3,27,289.0,18.0,12.0,63.0,178.57142857142858,150.96428571428572,132.18636,-42.18635559082031,42.18635559082031,925.3045,185.0609,1110.3654,832,2.1106565708161122,High,ORDER NOW
2023-03-28,S001,P0001,Groceries,East,366,339,200,357.8,10.7,15,Rainy,1,7.19,Winter,1,2023,3,28,90.0,38.0,12.0,265.0,188.85714285714286,151.92857142857142,150.24611,188.75389099121094,188.75389099121094,1051.7228,210.34456,1262.0674,897,2.436003184472417,High,ORDER NOW
2023-03-29,S001,P0001,Groceries,East,178,159,35,176.47,87.21,0,Rainy,1,84.35,Winter,2,2023,3,29,339.0,262.0,29.0,24.0,231.85714285714286,154.57142857142858,88.29237,70.70762634277344,70.70762634277344,618.04663,123.60933,741.65594,564,2.0160291611486314,High,ORDER NOW
2023-03-30,S001,P0001,Furniture,East,166,35,80,52.97,58.13,10,Snowy,1,60.74,Summer,3,2023,3,30,159.0,22.0,53.0,177.0,217.14285714285714,159.39285714285714,77.13625,-42.136253356933594,42.136253356933594,539.9538,107.99076,647.9446,482,2.1520360761089345,High,ORDER NOW
